Ponto,Água,,Combustíveis,,,,,,,Ar,,,,,,,,,Fornalha,Gases de combustão,Vapor,,,Digestor
715,0.83,0.34,0.96,0.97,0,0.84,0.5,0.48,0.96,0.77,0.89,0.74,0.91,0.89,0.45,0.76,0.7,0.09,0.79,0.87,0.87,0.29,0.98,0.27
716,0.85,0.37,0.96,0.99,0,0.79,0.51,0.49,0.96,0.77,0.92,0.74,0.94,0.89,0.46,0.76,0.73,0.09,0.81,0.9,0.86,0.29,0.98,0.25
717,0.86,0.36,0.96,0.98,0,0.84,0.5,0.49,0.96,0.77,0.91,0.74,0.93,0.89,0.46,0.76,0.72,0.09,0.82,0.89,0.87,0.29,0.98,0.27
718,0.84,0.36,0.99,0.97,0,0.84,0.5,0.49,0.96,0.78,0.91,0.76,0.92,0.94,0.45,0.82,0.71,0.08,0.82,0.92,0.91,0.29,0.98,0.28
719,0.79,0.36,0.91,0.96,0,0.8,0.51,0.49,0.95,0.74,0.9,0.72,0.91,0.78,0.48,0.7,0.73,0.08,0.7,0.88,0.81,0.3,0.97,0.31
720,0.81,0.38,0.94,0.96,0,0.83,0.53,0.5,0.96,0.76,0.95,0.74,0.96,0.85,0.48,0.79,0.74,0.08,0.65,0.89,0.84,0.29,0.98,0.26
721,0.78,0.38,0.94,0.96,0,0.93,0.49,0.49,0.96,0.76,0.93,0.74,0.95,0.85,0.48,0.78,0.73,0.09,0.73,0.89,0.85,0.3,0.98,0.28
722,0.78,0.36,0.91,0.97,0,0.91,0.49,0.48,0.96,0.75,0.92,0.74,0.93,0.78,0.48,0.74,0.72,0.09,0.75,0.87,0.8,0.29,0.97,0.24
723,0.79,0.34,0.91,0.97,0,0.84,0.49,0.5,0.96,0.75,0.92,0.73,0.94,0.78,0.47,0.72,0.72,0.08,0.73,0.89,0.8,0.3,0.97,0.26
724,0.78,0.34,0.91,0.97,0,0.27,0.46,0.52,0.96,0.75,0.91,0.65,0.94,0.78,0.48,0.7,0.73,0.09,0.61,0.87,0.76,0.29,0.97,0.26
725,0.74,0.35,0.91,0.97,0,0.89,0.5,0.56,0.94,0.75,0.9,0.73,0.93,0.77,0.47,0.7,0.72,0.12,0.66,0.87,0.79,0.85,0.97,0.23
726,0.72,0.31,0.74,0.96,0.28,0.77,0.5,0.49,0.95,0.67,0.89,0.81,0.85,0.39,0.55,0.54,0.79,0.12,0.64,0.81,0.7,0.51,0.96,0.22
727,0.86,0.42,1,0.94,0,0.94,0.52,0.48,0.96,0.78,0.92,0.77,0.95,0.95,0.45,0.82,0.71,0.08,0.84,0.92,0.91,0.44,0.98,0.29
728,0.81,0.4,0.96,0.94,0,0.87,0.52,0.49,0.95,0.77,0.93,0.75,0.95,0.85,0.47,0.78,0.72,0.08,0.79,0.9,0.86,0.42,0.98,0.26
729,0.81,0.39,0.96,0.94,0,0.88,0.52,0.49,0.95,0.77,0.92,0.75,0.95,0.85,0.46,0.76,0.72,0.08,0.76,0.91,0.86,0.4,0.98,0.23
730,0.83,0.38,0.96,0.93,0,0.28,0.52,0.49,0.96,0.77,0.91,0.7,0.95,0.88,0.45,0.76,0.72,0.08,0.77,0.9,0.84,0.39,0.97,0.27
731,0.86,0.4,0.96,0.93,0,0.88,0.53,0.48,0.96,0.77,0.91,0.75,0.94,0.89,0.45,0.77,0.71,0.08,0.79,0.89,0.86,0.38,0.97,0.29
732,0.86,0.38,1,0.93,0,0.86,0.55,0.48,0.96,0.79,0.92,0.76,0.95,0.95,0.45,0.83,0.71,0.08,0.71,0.89,0.9,0.47,0.98,0.25
733,0.86,0.36,1,0.92,0,0.92,0.53,0.48,0.96,0.79,0.92,0.77,0.94,0.95,0.44,0.82,0.7,0.07,0.65,0.9,0.91,0.46,0.98,0.22
734,0.87,0.39,0.99,0.93,0,0.75,0.5,0.48,0.96,0.79,0.9,0.75,0.91,0.93,0.44,0.83,0.69,0.07,0.76,0.9,0.9,0.42,0.98,0.34
735,0.88,0.37,1,0.94,0,0.76,0.5,0.48,0.96,0.79,0.88,0.75,0.92,0.93,0.44,0.84,0.68,0.07,0.81,0.88,0.9,0.42,0.98,0.3
736,0.88,0.35,1,0.94,0,0.76,0.52,0.48,0.96,0.79,0.89,0.75,0.93,0.93,0.43,0.8,0.69,0.06,0.75,0.9,0.91,0.44,0.98,0.31
737,0.87,0.37,0.99,0.94,0,0.84,0.5,0.5,0.96,0.79,0.89,0.76,0.92,0.95,0.43,0.81,0.7,0.06,0.8,0.88,0.91,0.42,0.98,0.34
738,0.86,0.38,0.99,0.94,0,0.75,0.48,0.51,0.95,0.79,0.87,0.75,0.9,0.95,0.42,0.8,0.69,0.07,0.82,0.89,0.91,0.4,0.98,0.29
739,0.84,0.33,1,0.95,0,0.81,0.5,0.51,0.95,0.79,0.88,0.76,0.89,0.95,0.43,0.81,0.68,0.07,0.8,0.89,0.89,0.39,0.98,0.33
740,0.72,0.32,0.88,0.95,0,0.8,0.49,0.53,0.94,0.72,0.88,0.69,0.91,0.71,0.49,0.63,0.76,0.08,0.55,0.8,0.73,0.38,0.96,0.29
741,0.71,0.28,0.85,0.97,0,0.79,0.47,0.53,0.94,0.73,0.87,0.7,0.89,0.62,0.5,0.57,0.77,0.09,0.62,0.78,0.7,0.36,0.96,0.31
742,0.7,0.28,0.86,0.98,0,0.51,0.46,0.53,0.94,0.73,0.87,0.67,0.9,0.63,0.5,0.56,0.77,0.09,0.64,0.77,0.71,0.36,0.96,0.3
743,0.68,0.27,0.71,0.96,0.27,0.69,0.52,0.49,0.95,0.67,0.89,0.81,0.85,0.41,0.56,0.53,0.79,0.14,0.65,0.75,0.67,0.38,0.96,0.24
744,0.65,0.29,0.81,0.95,0,0.69,0.52,0.5,0.95,0.71,0.9,0.66,0.91,0.65,0.51,0.55,0.79,0.1,0.46,0.77,0.65,0.42,0.95,0.31
745,0.79,0.31,0.93,0.96,0,0.78,0.53,0.52,0.95,0.76,0.92,0.73,0.94,0.78,0.49,0.82,0.71,0.09,0.64,0.83,0.84,0.38,0.98,0.29
746,0.78,0.3,0.93,0.96,0,0.81,0.5,0.51,0.95,0.76,0.9,0.73,0.92,0.78,0.48,0.78,0.69,0.09,0.75,0.83,0.84,0.35,0.97,0.3
747,0.67,0.27,0.81,0.97,0,0.84,0.52,0.51,0.95,0.71,0.93,0.68,0.96,0.5,0.55,0.58,0.8,0.1,0.45,0.77,0.67,0.32,0.95,0.26
748,0.66,0.27,0.74,0.98,0.01,0.67,0.51,0.51,0.95,0.66,0.93,0.6,0.94,0.37,0.57,0.47,0.84,0.09,0.43,0.74,0.57,0.31,0.94,0.27
749,0.67,0.32,0.74,0.98,0.21,0.68,0.5,0.51,0.95,0.65,0.95,0.83,0.92,0.37,0.57,0.46,0.85,0.09,0.54,0.81,0.7,0.31,0.96,0.35
750,0.75,0.36,0.9,0.98,0,0.72,0.52,0.51,0.95,0.73,0.94,0.68,0.97,0.74,0.49,0.73,0.75,0.09,0.6,0.86,0.81,0.32,0.97,0.29
751,0.82,0.4,0.96,0.97,0,0.87,0.46,0.52,0.95,0.74,0.92,0.7,0.95,0.85,0.45,0.85,0.7,0.09,0.8,0.91,0.9,0.3,0.98,0.28
752,0.54,0.42,0.32,0.97,0.69,0.2,0.5,0.87,0.76,0.68,0.66,0.83,0.62,0.4,0.25,0.34,0.56,0.34,0.43,0.8,0.35,0.3,0.92,0.19
753,0.53,0.45,0.33,0.98,0.79,0.7,0.49,0.88,0.78,0.68,0.71,0.83,0.67,0.39,0.26,0.34,0.59,0.44,0.44,0.82,0.4,0.3,0.93,0.19
754,0.79,0.34,0.9,0.98,0,0.76,0.48,0.52,0.95,0.72,0.92,0.69,0.95,0.74,0.48,0.62,0.78,0.09,0.71,0.85,0.79,0.3,0.96,0.31
755,0.75,0.36,0.89,0.98,0,0.73,0.4,0.52,0.95,0.74,0.91,0.7,0.94,0.74,0.48,0.59,0.77,0.09,0.69,0.84,0.79,0.29,0.96,0.23
756,0.76,0.36,0.86,0.97,0,0.77,0.44,0.52,0.94,0.73,0.91,0.7,0.94,0.65,0.5,0.57,0.79,0.09,0.69,0.84,0.75,0.29,0.96,0.3
757,0.81,0.39,0.91,0.95,0,0.81,0.47,0.52,0.94,0.75,0.91,0.72,0.93,0.77,0.47,0.69,0.73,0.09,0.73,0.88,0.82,0.29,0.97,0.29
758,0.86,0.41,0.96,0.95,0,0.92,0.49,0.51,0.94,0.77,0.93,0.75,0.94,0.88,0.45,0.76,0.73,0.11,0.81,0.9,0.9,0.3,0.98,0.25
759,0.58,0.35,0.54,0.96,0.56,0.77,0.47,0.52,0.94,0.7,0.91,0.81,0.89,0.6,0.51,0.24,0.94,0.16,0.52,0.79,0.61,0.3,0.94,0.13
760,0.59,0.29,0.62,0.96,0.4,0.18,0.49,0.52,0.94,0.7,0.91,0.81,0.89,0.57,0.51,0.25,0.95,0.12,0.53,0.78,0.64,0.3,0.95,0.07
761,0.61,0.32,0.66,0.96,0.2,0.67,0.48,0.52,0.94,0.7,0.91,0.82,0.88,0.58,0.51,0.35,0.89,0.12,0.55,0.79,0.58,0.29,0.94,0.17
762,0.65,0.36,0.81,0.96,0,0.66,0.53,0.52,0.95,0.71,0.92,0.66,0.95,0.51,0.54,0.54,0.83,0.11,0.6,0.82,0.66,0.31,0.95,0.25
763,0.67,0.34,0.82,0.97,0,0.63,0.56,0.53,0.95,0.71,0.94,0.66,0.96,0.54,0.53,0.49,0.84,0.1,0.52,0.81,0.66,0.32,0.95,0.28
764,0.85,0.41,0.97,0.97,0,0.77,0.51,0.52,0.95,0.78,0.93,0.75,0.96,0.91,0.44,0.8,0.72,0.08,0.72,0.89,0.9,0.3,0.98,0.28
765,0.88,0.43,0.97,0.96,0,0.86,0.5,0.52,0.94,0.78,0.93,0.75,0.95,0.88,0.44,0.82,0.71,0.08,0.72,0.9,0.91,0.32,0.98,0.29
766,0.86,0.44,0.97,0.95,0,0.86,0.52,0.51,0.94,0.78,0.94,0.75,0.97,0.88,0.46,0.83,0.71,0.07,0.67,0.9,0.91,0.31,0.98,0.28
767,0.86,0.41,0.97,0.95,0,0.85,0.54,0.5,0.94,0.78,0.95,0.75,0.98,0.91,0.44,0.82,0.73,0.07,0.63,0.89,0.91,0.32,0.98,0.27
768,0.88,0.42,0.97,0.95,0,0.91,0.53,0.5,0.95,0.78,0.94,0.76,0.96,0.93,0.44,0.84,0.72,0.07,0.63,0.9,0.91,0.31,0.98,0.27
769,0.85,0.36,0.97,0.95,0,0.72,0.52,0.5,0.95,0.78,0.93,0.74,0.95,0.91,0.43,0.82,0.71,0.07,0.63,0.87,0.9,0.31,0.98,0.29
770,0.82,0.35,0.93,0.96,0,0.87,0.5,0.51,0.94,0.76,0.92,0.74,0.94,0.78,0.46,0.78,0.72,0.07,0.66,0.85,0.85,0.3,0.98,0.27
771,0.82,0.35,0.91,0.96,0,0.87,0.51,0.52,0.94,0.75,0.93,0.73,0.95,0.73,0.47,0.77,0.72,0.08,0.62,0.83,0.82,0.31,0.97,0.21
772,0.77,0.32,0.9,0.96,0,0.81,0.51,0.53,0.94,0.75,0.93,0.72,0.96,0.7,0.49,0.75,0.74,0.08,0.56,0.84,0.8,0.32,0.97,0.18
773,0.69,0.29,0.68,0.96,0.26,0.79,0.51,0.52,0.94,0.68,0.92,0.77,0.89,0.51,0.5,0.39,0.86,0.07,0.44,0.78,0.64,0.31,0.95,0.32
774,0.71,0.28,0.71,0.95,0.28,0.75,0.5,0.52,0.92,0.68,0.88,0.78,0.86,0.27,0.48,0.4,0.83,0.06,0.46,0.76,0.66,0.3,0.95,0.26
775,0.73,0.3,0.71,0.95,0.28,0.73,0.5,0.51,0.94,0.68,0.89,0.81,0.89,0.29,0.5,0.46,0.82,0.07,0.52,0.78,0.68,0.29,0.95,0.22
776,0.77,0.37,0.96,0.95,0,0.74,0.5,0.51,0.94,0.77,0.9,0.73,0.93,0.85,0.43,0.86,0.68,0.08,0.81,0.86,0.89,0.28,0.98,0.23
777,0.79,0.36,0.96,0.96,0,0.76,0.51,0.51,0.95,0.77,0.92,0.73,0.96,0.85,0.44,0.83,0.71,0.08,0.68,0.88,0.89,0.31,0.98,0.3
778,0.8,0.36,0.96,0.96,0,0.64,0.52,0.53,0.95,0.77,0.93,0.71,0.97,0.85,0.44,0.83,0.71,0.08,0.64,0.86,0.88,0.31,0.98,0.24
779,0.82,0.36,0.96,0.95,0,0.8,0.51,0.83,0.94,0.77,0.93,0.73,0.96,0.85,0.41,0.83,0.7,0.08,0.73,0.87,0.87,0.3,0.98,0.15
780,0.83,0.38,0.96,0.94,0,0.93,0.49,0.82,0.94,0.77,0.92,0.74,0.94,0.85,0.41,0.83,0.7,0.08,0.78,0.87,0.87,0.29,0.98,0.16
781,0.82,0.37,0.96,0.94,0,0.91,0.49,0.52,0.94,0.77,0.92,0.74,0.95,0.85,0.44,0.82,0.7,0.09,0.76,0.86,0.87,0.29,0.98,0.25
782,0.64,0.39,0.61,0.97,0.25,0.67,0.5,0.53,0.94,0.69,0.92,0.77,0.91,0.47,0.53,0.5,0.81,0.23,0.54,0.77,0.53,0.29,0.93,0.18
783,0.62,0.34,0.62,0.97,0.28,0.67,0.5,0.53,0.94,0.69,0.91,0.77,0.9,0.47,0.53,0.5,0.81,0.19,0.54,0.76,0.57,0.28,0.94,0.23
784,0.61,0.32,0.7,0.97,0.15,0.68,0.51,0.53,0.94,0.7,0.92,0.77,0.9,0.47,0.54,0.5,0.81,0.16,0.54,0.77,0.6,0.29,0.94,0.25
785,0.6,0.39,0.59,0.97,0.32,0.68,0.54,0.52,0.94,0.7,0.94,0.81,0.91,0.46,0.54,0.5,0.82,0.18,0.37,0.78,0.55,0.31,0.94,0.22
786,0.89,0.37,1,0.97,0,0.87,0.54,0.51,0.95,0.79,0.93,0.76,0.97,0.91,0.44,0.86,0.71,0.07,0.66,0.89,0.93,0.3,0.98,0.25
787,0.87,0.37,0.98,0.96,0,0.74,0.53,0.52,0.95,0.78,0.94,0.76,0.96,0.8,0.46,0.84,0.72,0.07,0.64,0.88,0.88,0.31,0.97,0.23
788,0.87,0.37,0.98,0.95,0,0.8,0.5,0.52,0.94,0.78,0.92,0.77,0.95,0.8,0.45,0.81,0.7,0.07,0.77,0.88,0.88,0.29,0.98,0.23
789,0.84,0.37,0.96,0.96,0,0.75,0.51,0.51,0.94,0.77,0.93,0.75,0.96,0.84,0.44,0.74,0.73,0.06,0.64,0.87,0.84,0.31,0.98,0.27
790,0.85,0.36,0.98,0.96,0,0.92,0.51,0.52,0.94,0.78,0.92,0.78,0.95,0.83,0.45,0.81,0.73,0.06,0.71,0.87,0.88,0.31,0.98,0.22
791,0.82,0.33,0.93,0.95,0,0.81,0.5,0.52,0.94,0.76,0.92,0.73,0.94,0.72,0.47,0.68,0.75,0.07,0.69,0.84,0.8,0.3,0.97,0.24
792,0.79,0.34,0.88,0.95,0,0.76,0.49,0.52,0.94,0.74,0.92,0.71,0.95,0.62,0.48,0.62,0.76,0.07,0.71,0.81,0.75,0.3,0.96,0.25
793,0.79,0.36,0.93,0.95,0,0.85,0.54,0.51,0.95,0.76,0.94,0.74,0.97,0.72,0.49,0.75,0.75,0.08,0.64,0.84,0.83,0.31,0.97,0.21
794,0.78,0.33,0.9,0.96,0,0.83,0.54,0.49,0.95,0.75,0.94,0.72,0.97,0.65,0.49,0.7,0.75,0.07,0.57,0.83,0.78,0.31,0.97,0.19
795,0.84,0.37,0.93,0.94,0,0.81,0.48,0.47,0.95,0.76,0.92,0.73,0.95,0.73,0.47,0.75,0.71,0.07,0.73,0.84,0.83,0.29,0.97,0.26
796,0.83,0.38,0.96,0.94,0,0.85,0.51,0.46,0.95,0.77,0.93,0.75,0.97,0.79,0.46,0.83,0.71,0.07,0.74,0.86,0.87,0.29,0.98,0.2
797,0.83,0.4,0.96,0.95,0,0.2,0.53,0.46,0.95,0.77,0.94,0.69,0.98,0.79,0.46,0.82,0.72,0.07,0.65,0.87,0.85,0.3,0.98,0.22
798,0.85,0.39,0.96,0.96,0,0.9,0.55,0.48,0.95,0.77,0.94,0.75,0.97,0.79,0.45,0.81,0.73,0.07,0.62,0.86,0.86,0.32,0.98,0.24
799,0.85,0.39,1,0.96,0,0.92,0.52,0.48,0.95,0.79,0.93,0.77,0.95,0.87,0.44,0.87,0.7,0.06,0.6,0.87,0.91,0.29,0.98,0.26
800,0.84,0.35,0.96,0.96,0,0.79,0.49,0.48,0.95,0.77,0.92,0.74,0.94,0.81,0.45,0.79,0.71,0.06,0.65,0.85,0.86,0.3,0.98,0.25
801,0.83,0.37,0.96,0.96,0,0.85,0.47,0.48,0.94,0.77,0.91,0.75,0.93,0.81,0.44,0.77,0.72,0.06,0.73,0.85,0.85,0.29,0.97,0.27
802,0.76,0.35,0.88,0.95,0,0.74,0.49,0.5,0.94,0.74,0.91,0.7,0.94,0.64,0.49,0.65,0.75,0.08,0.62,0.83,0.74,0.3,0.96,0.2
803,0.75,0.33,0.89,0.96,0,0.79,0.49,0.5,0.94,0.74,0.91,0.71,0.94,0.64,0.49,0.65,0.73,0.07,0.65,0.81,0.75,0.3,0.96,0.23
804,0.72,0.31,0.78,0.97,0.11,0.67,0.5,0.51,0.93,0.7,0.92,0.67,0.95,0.53,0.53,0.5,0.81,0.07,0.64,0.79,0.71,0.29,0.96,0.25
805,0.7,0.33,0.83,0.98,0,0.67,0.5,0.5,0.94,0.71,0.92,0.69,0.94,0.55,0.52,0.62,0.74,0.07,0.67,0.79,0.71,0.29,0.96,0.24
806,0.58,0.38,0.7,0.98,0,0.55,0.51,0.51,0.93,0.68,0.92,0.71,0.93,0.51,0.53,0.53,0.81,0.14,0.43,0.77,0.52,0.29,0.93,0.22
807,0.57,0.33,0.73,0.98,0,0.62,0.5,0.51,0.93,0.68,0.92,0.71,0.94,0.49,0.53,0.53,0.8,0.18,0.5,0.78,0.56,0.28,0.94,0.23
808,0.74,0.34,0.83,0.98,0,0.8,0.51,0.51,0.94,0.72,0.91,0.7,0.93,0.56,0.51,0.61,0.76,0.1,0.7,0.79,0.7,0.28,0.96,0.24
809,0.76,0.31,0.83,0.98,0,0.71,0.52,0.5,0.94,0.72,0.92,0.69,0.95,0.57,0.51,0.61,0.77,0.09,0.66,0.79,0.71,0.29,0.96,0.23
810,0.79,0.36,0.9,0.98,0,0.69,0.52,0.51,0.94,0.75,0.93,0.72,0.96,0.74,0.48,0.78,0.72,0.09,0.62,0.83,0.82,0.29,0.97,0.25
811,0.86,0.37,0.94,0.98,0,0.67,0.51,0.51,0.94,0.76,0.92,0.74,0.95,0.85,0.45,0.83,0.68,0.08,0.77,0.85,0.88,0.28,0.98,0.27
812,0.89,0.38,0.96,0.97,0,0.79,0.5,0.5,0.95,0.77,0.92,0.75,0.95,0.84,0.44,0.83,0.69,0.07,0.77,0.87,0.9,0.28,0.98,0.29
813,0.87,0.38,0.96,0.98,0,0.8,0.51,0.5,0.95,0.77,0.92,0.76,0.95,0.83,0.45,0.83,0.7,0.08,0.74,0.86,0.9,0.3,0.98,0.27
814,0.86,0.36,0.96,0.98,0,0.79,0.51,0.5,0.95,0.77,0.93,0.76,0.95,0.83,0.45,0.82,0.71,0.07,0.66,0.85,0.89,0.3,0.98,0.25
815,0.85,0.37,0.96,0.98,0,0.68,0.5,0.5,0.95,0.77,0.92,0.75,0.95,0.83,0.45,0.8,0.71,0.07,0.61,0.86,0.88,0.3,0.98,0.27
816,0.82,0.38,0.96,0.97,0,0.77,0.5,0.5,0.95,0.77,0.92,0.75,0.94,0.83,0.44,0.79,0.72,0.07,0.65,0.85,0.87,0.29,0.97,0.28
817,0.25,0.56,0.09,0.97,0.85,0.17,0.52,0.6,0.75,0.56,0.54,0.54,0.59,0.17,0.31,0.23,0.56,0.63,0.26,0.78,0.11,0.28,0.91,0.25
818,0.25,0.58,0.08,0.97,0.88,0.15,0.53,0.59,0.75,0.55,0.53,0.77,0.5,0.22,0.31,0.25,0.54,0.67,0.27,0.8,0.11,0.29,0.91,0.25
819,0.25,0.59,0.08,0.96,0.88,0.15,0.55,0.61,0.75,0.56,0.52,0.77,0.49,0.21,0.31,0.24,0.54,0.69,0.19,0.79,0.11,0.31,0.91,0.25
820,0.24,0.65,0.08,0.96,0.87,0.1,0.63,0.62,0.74,0.55,0.52,0.77,0.49,0.32,0.31,0.24,0.54,0.62,0.12,0.8,0.09,0.3,0.9,0.25
821,0.62,0.33,0.57,0.95,0.51,0.27,0.51,0.59,0.93,0.66,0.88,0.68,0.89,0.29,0.54,0.34,0.88,0.22,0.44,0.78,0.63,0.29,0.95,0.11
822,0.64,0.34,0.5,0.95,0.64,0.49,0.48,0.88,0.92,0.69,0.9,0.68,0.88,0.49,0.4,0.36,0.86,0.17,0.53,0.78,0.6,0.28,0.95,0.12
823,0.84,0.4,0.96,0.94,0,0.71,0.5,0.87,0.94,0.77,0.96,0.74,0.95,0.77,0.4,0.82,0.7,0.07,0.76,0.86,0.85,0.28,0.97,0.28
824,0.84,0.4,0.96,0.96,0,0.89,0.52,0.83,0.94,0.99,0.93,0.76,0.96,0.88,0.41,0.8,0.73,0.08,0.65,0.87,0.88,0.29,0.98,0.29
825,0.84,0.42,0.96,0.97,0,0.82,0.53,0.85,0.94,0.77,0.92,0.75,0.96,0.89,0.41,0.76,0.73,0.08,0.63,0.87,0.87,0.29,0.98,0.26
826,0.84,0.41,0.96,0.97,0,0.59,0.53,0.86,0.94,0.77,0.92,0.73,0.96,0.88,0.4,0.76,0.73,0.08,0.72,0.87,0.86,0.28,0.98,0.24
827,0.84,0.38,0.96,0.97,0,0.87,0.52,0.87,0.94,0.77,0.92,0.75,0.96,0.89,0.39,0.76,0.73,0.08,0.8,0.88,0.88,0.28,0.98,0.21
828,0.8,0.39,0.96,0.97,0,0.83,0.49,0.87,0.93,0.77,0.92,0.75,0.96,0.89,0.4,0.75,0.74,0.08,0.79,0.87,0.88,0.28,0.98,0.26
829,0.76,0.38,0.88,0.97,0,0.54,0.49,0.88,0.93,0.73,0.93,0.69,0.97,0.71,0.41,0.67,0.76,0.08,0.69,0.84,0.77,0.28,0.97,0.24
830,0.73,0.38,0.84,0.96,0,0.86,0.5,0.85,0.93,0.69,0.92,0.66,0.96,0.6,0.41,0.6,0.77,0.08,0.64,0.84,0.72,0.29,0.96,0.27
831,0.77,0.36,0.88,0.96,0,0.83,0.5,0.52,0.94,0.71,0.92,0.68,0.96,0.71,0.48,0.71,0.75,0.08,0.72,0.84,0.81,0.28,0.97,0.23
832,0.79,0.38,0.88,0.97,0,0.76,0.51,0.52,0.95,0.72,0.92,0.68,0.97,0.7,0.49,0.71,0.74,0.08,0.73,0.84,0.79,0.28,0.97,0.25
833,0.81,0.39,0.88,0.97,0,0.76,0.51,0.52,0.95,0.72,0.93,0.68,0.97,0.71,0.5,0.71,0.75,0.08,0.72,0.84,0.8,0.28,0.97,0.27
834,0.83,0.43,0.93,0.96,0,0.77,0.51,0.51,0.95,0.73,0.94,0.7,0.98,0.82,0.48,0.79,0.74,0.09,0.71,0.86,0.86,0.28,0.98,0.29
835,0.84,0.43,0.93,0.96,0,0.85,0.51,0.51,0.95,0.76,0.93,0.73,0.96,0.82,0.48,0.77,0.74,0.08,0.74,0.86,0.87,0.28,0.98,0.28
836,0.86,0.41,0.96,0.97,0,0.86,0.51,0.51,0.95,0.77,0.92,0.75,0.95,0.81,0.47,0.83,0.72,0.08,0.76,0.85,0.9,0.28,0.98,0.3
837,0.88,0.41,0.96,0.97,0,0.86,0.51,0.51,0.95,0.77,0.92,0.75,0.95,0.81,0.46,0.83,0.7,0.07,0.76,0.84,0.9,0.28,0.98,0.3
838,0.88,0.39,0.96,0.97,0,0.77,0.52,0.5,0.95,0.77,0.92,0.74,0.96,0.81,0.47,0.83,0.71,0.07,0.68,0.84,0.89,0.29,0.98,0.27
839,0.86,0.4,0.96,0.96,0,0.77,0.53,0.53,0.94,0.77,0.93,0.74,0.98,0.81,0.48,0.85,0.71,0.07,0.65,0.84,0.89,0.29,0.98,0.28
840,0.84,0.39,0.95,0.96,0,0.77,0.51,0.55,0.94,0.77,0.92,0.73,0.96,0.78,0.48,0.81,0.71,0.07,0.65,0.83,0.86,0.28,0.98,0.3
841,0.73,0.34,0.83,0.96,0,0.71,0.51,0.57,0.94,0.72,0.92,0.66,0.98,0.47,0.54,0.59,0.79,0.08,0.45,0.77,0.68,0.29,0.95,0.26
842,0.65,0.38,0.8,0.96,0,0.7,0.51,0.57,0.93,0.7,0.89,0.66,0.92,0.46,0.54,0.55,0.79,0.1,0.46,0.76,0.63,0.28,0.94,0.27
843,0.62,0.36,0.79,0.96,0,0.78,0.49,0.56,0.93,0.7,0.88,0.66,0.91,0.45,0.54,0.57,0.77,0.1,0.57,0.77,0.62,0.27,0.94,0.28
844,0.82,0.39,0.96,0.96,0,0.88,0.49,0.56,0.93,0.77,0.9,0.75,0.94,0.82,0.47,0.81,0.71,0.09,0.78,0.84,0.87,0.27,0.98,0.26
845,0.81,0.38,0.91,0.94,0,0.81,0.51,0.56,0.93,0.75,0.92,0.71,0.95,0.67,0.5,0.74,0.74,0.08,0.72,0.81,0.81,0.28,0.97,0.23
846,0.8,0.36,0.92,0.96,0,0.79,0.5,0.57,0.93,0.75,0.91,0.7,0.96,0.67,0.49,0.77,0.72,0.07,0.72,0.82,0.82,0.27,0.97,0.2
847,0.81,0.37,0.91,0.97,0,0.89,0.48,0.57,0.93,0.74,0.91,0.72,0.95,0.66,0.5,0.75,0.72,0.07,0.75,0.81,0.83,0.27,0.97,0.25
848,0.84,0.39,0.91,0.97,0,0.8,0.48,0.55,0.93,0.75,0.91,0.72,0.95,0.69,0.49,0.75,0.73,0.08,0.76,0.82,0.83,0.28,0.98,0.24
849,0.86,0.41,0.97,0.96,0,0.79,0.49,0.57,0.94,0.77,0.92,0.75,0.97,0.79,0.48,0.84,0.72,0.08,0.71,0.84,0.9,0.28,0.98,0.24
850,0.84,0.38,0.97,0.96,0,0.82,0.47,0.57,0.93,0.78,0.9,0.75,0.95,0.77,0.48,0.82,0.7,0.07,0.76,0.84,0.89,0.27,0.98,0.31
851,0.87,0.33,0.86,0.95,0,0.31,0.46,0.57,0.93,0.73,0.86,0.65,0.91,0.7,0.48,0.58,0.77,0.08,0.7,0.76,0.7,0.27,0.96,0.18
852,0.83,0.39,0.91,0.95,0,0.86,0.48,0.55,0.94,0.76,0.92,0.74,0.95,0.85,0.46,0.64,0.76,0.07,0.69,0.81,0.82,0.28,0.98,0.26
853,0.84,0.39,0.96,0.95,0,0.89,0.5,0.57,0.93,0.78,0.93,0.75,0.97,0.81,0.47,0.83,0.73,0.07,0.62,0.85,0.89,0.29,0.98,0.27
854,0.82,0.37,0.88,0.95,0,0.8,0.47,0.56,0.94,0.75,0.91,0.71,0.96,0.68,0.49,0.66,0.75,0.07,0.63,0.81,0.79,0.28,0.97,0.28
855,0.82,0.38,0.93,0.94,0,0.75,0.46,0.56,0.94,0.77,0.92,0.72,0.97,0.87,0.46,0.74,0.75,0.07,0.65,0.83,0.85,0.29,0.98,0.34
856,0.83,0.38,0.92,0.95,0,0.75,0.48,0.55,0.94,0.77,0.91,0.72,0.97,0.89,0.45,0.74,0.74,0.08,0.68,0.83,0.85,0.29,0.98,0.3
857,0.84,0.38,0.93,0.97,0,0.76,0.47,0.55,0.94,0.76,0.9,0.72,0.94,0.89,0.45,0.74,0.73,0.08,0.71,0.83,0.87,0.28,0.98,0.26
858,0.82,0.36,0.88,0.97,0,0.8,0.47,0.55,0.94,0.75,0.91,0.71,0.96,0.76,0.48,0.7,0.74,0.09,0.68,0.81,0.8,0.28,0.97,0.27
