Ponto,Água,,Combustíveis,,,,,,,Ar,,,,,,,,,Fornalha,Gases de combustão,Vapor,,,Digestor
2239,0.69,0.32,0.85,0.93,0.00,0.79,0.48,0.54,0.94,0.70,0.84,0.71,0.83,0.66,0.49,0.53,0.74,0.06,0.62,0.82,0.72,0.26,0.96,0.31
2240,0.72,0.33,0.86,0.93,0.00,0.69,0.48,0.53,0.94,0.70,0.84,0.70,0.83,0.67,0.49,0.53,0.74,0.06,0.63,0.83,0.70,0.24,0.95,0.26
2241,0.72,0.32,0.86,0.93,0.00,0.70,0.48,0.53,0.94,0.70,0.84,0.70,0.83,0.67,0.49,0.52,0.74,0.06,0.62,0.82,0.73,0.26,0.96,0.29
2242,0.72,0.33,0.86,0.93,0.00,0.70,0.47,0.53,0.94,0.70,0.84,0.70,0.83,0.66,0.49,0.52,0.74,0.06,0.62,0.82,0.71,0.25,0.96,0.27
2243,0.72,0.33,0.85,0.93,0.00,0.70,0.47,0.53,0.94,0.70,0.84,0.70,0.83,0.67,0.49,0.52,0.74,0.05,0.62,0.82,0.72,0.25,0.96,0.25
2244,0.72,0.33,0.86,0.93,0.00,0.70,0.47,0.53,0.94,0.70,0.83,0.70,0.83,0.66,0.49,0.53,0.74,0.05,0.62,0.83,0.72,0.25,0.95,0.26
2245,0.72,0.35,0.85,0.93,0.00,0.70,0.47,0.53,0.94,0.70,0.83,0.70,0.83,0.66,0.49,0.53,0.74,0.05,0.62,0.83,0.71,0.25,0.95,0.27
2246,0.72,0.35,0.86,0.93,0.00,0.70,0.47,0.53,0.94,0.70,0.83,0.70,0.83,0.66,0.49,0.52,0.74,0.05,0.62,0.83,0.72,0.25,0.96,0.25
2247,0.72,0.36,0.85,0.93,0.00,0.70,0.46,0.53,0.94,0.70,0.83,0.70,0.83,0.66,0.49,0.52,0.74,0.05,0.62,0.83,0.69,0.24,0.95,0.27
2248,0.72,0.36,0.86,0.93,0.00,0.70,0.46,0.53,0.94,0.70,0.83,0.70,0.83,0.66,0.49,0.52,0.74,0.05,0.62,0.83,0.71,0.24,0.95,0.26
2249,0.72,0.35,0.86,0.93,0.00,0.70,0.46,0.53,0.94,0.70,0.83,0.69,0.82,0.67,0.49,0.52,0.73,0.05,0.62,0.83,0.71,0.26,0.96,0.27
2250,0.72,0.34,0.86,0.93,0.00,0.70,0.46,0.53,0.94,0.70,0.83,0.70,0.82,0.68,0.49,0.52,0.73,0.05,0.61,0.83,0.71,0.24,0.95,0.24
2251,0.72,0.34,0.86,0.93,0.00,0.70,0.46,0.53,0.94,0.70,0.83,0.70,0.82,0.67,0.49,0.52,0.73,0.05,0.61,0.82,0.71,0.23,0.95,0.25
2252,0.72,0.34,0.85,0.93,0.00,0.70,0.46,0.53,0.94,0.70,0.83,0.70,0.82,0.67,0.49,0.52,0.73,0.05,0.61,0.82,0.71,0.24,0.95,0.27
2253,0.72,0.32,0.86,0.93,0.00,0.70,0.46,0.53,0.93,0.70,0.82,0.70,0.82,0.67,0.49,0.52,0.72,0.05,0.61,0.82,0.71,0.24,0.95,0.33
2254,0.72,0.35,0.86,0.93,0.00,0.70,0.46,0.53,0.93,0.70,0.82,0.70,0.81,0.68,0.49,0.52,0.72,0.05,0.61,0.83,0.70,0.24,0.95,0.26
2255,0.71,0.35,0.84,0.93,0.00,0.72,0.49,0.50,0.94,0.70,0.81,0.69,0.80,0.63,0.49,0.52,0.74,0.06,0.57,0.81,0.70,0.25,0.95,0.29
2256,0.71,0.36,0.84,0.93,0.00,0.72,0.49,0.50,0.94,0.70,0.81,0.69,0.80,0.64,0.49,0.51,0.74,0.06,0.57,0.81,0.68,0.24,0.95,0.26
2257,0.70,0.38,0.84,0.93,0.00,0.72,0.49,0.50,0.94,0.70,0.81,0.69,0.80,0.64,0.49,0.51,0.74,0.06,0.57,0.82,0.68,0.25,0.95,0.27
2258,0.70,0.37,0.84,0.93,0.00,0.72,0.49,0.50,0.94,0.70,0.81,0.70,0.80,0.63,0.49,0.52,0.74,0.06,0.57,0.82,0.69,0.24,0.95,0.26
2259,0.70,0.40,0.84,0.93,0.00,0.72,0.49,0.50,0.95,0.70,0.81,0.69,0.80,0.63,0.49,0.51,0.74,0.06,0.57,0.82,0.68,0.24,0.95,0.27
2260,0.70,0.36,0.84,0.93,0.00,0.72,0.49,0.50,0.95,0.70,0.81,0.69,0.80,0.63,0.49,0.51,0.74,0.06,0.57,0.82,0.68,0.22,0.95,0.25
2261,0.70,0.36,0.84,0.93,0.00,0.72,0.48,0.50,0.95,0.70,0.81,0.70,0.80,0.63,0.49,0.51,0.74,0.06,0.57,0.82,0.68,0.26,0.95,0.24
2262,0.70,0.37,0.84,0.93,0.00,0.72,0.48,0.50,0.95,0.70,0.81,0.69,0.80,0.63,0.49,0.50,0.75,0.06,0.57,0.82,0.66,0.25,0.95,0.24
2263,0.69,0.35,0.84,0.93,0.00,0.72,0.48,0.50,0.95,0.70,0.81,0.69,0.80,0.63,0.49,0.50,0.75,0.06,0.58,0.82,0.68,0.26,0.95,0.24
2264,0.69,0.34,0.84,0.93,0.00,0.72,0.48,0.50,0.95,0.70,0.81,0.69,0.80,0.63,0.49,0.50,0.75,0.06,0.58,0.82,0.69,0.25,0.95,0.24
2265,0.69,0.36,0.84,0.93,0.00,0.72,0.48,0.50,0.95,0.70,0.81,0.69,0.80,0.63,0.50,0.51,0.75,0.06,0.58,0.82,0.69,0.26,0.95,0.26
2266,0.69,0.34,0.84,0.93,0.00,0.72,0.48,0.50,0.95,0.70,0.81,0.69,0.80,0.64,0.50,0.51,0.75,0.06,0.58,0.82,0.67,0.23,0.95,0.27
2267,0.69,0.35,0.84,0.93,0.00,0.72,0.48,0.50,0.95,0.70,0.81,0.69,0.80,0.64,0.49,0.50,0.75,0.06,0.58,0.83,0.67,0.26,0.95,0.28
2268,0.68,0.35,0.84,0.93,0.00,0.72,0.48,0.50,0.95,0.70,0.81,0.70,0.81,0.64,0.49,0.50,0.76,0.05,0.58,0.83,0.68,0.26,0.95,0.27
2269,0.68,0.44,0.84,0.93,0.00,0.72,0.48,0.50,0.94,0.70,0.81,0.69,0.81,0.63,0.50,0.49,0.76,0.05,0.58,0.83,0.68,0.26,0.95,0.27
2270,0.68,0.38,0.84,0.93,0.00,0.72,0.48,0.50,0.94,0.70,0.81,0.69,0.81,0.62,0.50,0.52,0.76,0.05,0.59,0.82,0.69,0.24,0.95,0.25
2271,0.68,0.35,0.84,0.93,0.00,0.72,0.48,0.50,0.94,0.70,0.81,0.69,0.81,0.64,0.50,0.49,0.76,0.05,0.59,0.82,0.66,0.23,0.95,0.27
2272,0.68,0.34,0.84,0.93,0.00,0.72,0.48,0.51,0.94,0.70,0.82,0.69,0.81,0.63,0.49,0.50,0.72,0.05,0.59,0.82,0.69,0.24,0.95,0.27
2273,0.68,0.34,0.84,0.92,0.00,0.72,0.48,0.51,0.95,0.70,0.82,0.69,0.82,0.63,0.50,0.52,0.74,0.05,0.59,0.82,0.69,0.26,0.95,0.26
2274,0.68,0.33,0.84,0.92,0.00,0.72,0.48,0.51,0.95,0.70,0.82,0.69,0.82,0.63,0.50,0.52,0.74,0.05,0.60,0.82,0.69,0.25,0.95,0.27
2275,0.68,0.34,0.84,0.92,0.00,0.72,0.49,0.51,0.95,0.70,0.82,0.69,0.82,0.64,0.51,0.52,0.74,0.05,0.60,0.82,0.69,0.26,0.95,0.26
2276,0.68,0.36,0.84,0.92,0.00,0.72,0.49,0.51,0.95,0.70,0.82,0.69,0.82,0.64,0.51,0.53,0.74,0.05,0.60,0.82,0.70,0.25,0.95,0.26
2277,0.69,0.37,0.84,0.92,0.00,0.72,0.49,0.51,0.95,0.70,0.82,0.69,0.82,0.64,0.50,0.53,0.74,0.05,0.60,0.82,0.69,0.25,0.95,0.28
2278,0.69,0.35,0.84,0.92,0.00,0.72,0.49,0.51,0.95,0.70,0.82,0.70,0.82,0.63,0.50,0.52,0.74,0.05,0.60,0.82,0.70,0.24,0.95,0.28
2279,0.69,0.35,0.84,0.92,0.00,0.72,0.49,0.51,0.95,0.70,0.83,0.70,0.83,0.63,0.50,0.52,0.74,0.05,0.60,0.82,0.69,0.25,0.95,0.29
2280,0.69,0.33,0.84,0.92,0.00,0.74,0.49,0.51,0.95,0.70,0.83,0.70,0.83,0.64,0.51,0.53,0.74,0.05,0.60,0.82,0.69,0.26,0.95,0.30
2281,0.70,0.34,0.84,0.92,0.00,0.75,0.49,0.51,0.95,0.70,0.83,0.70,0.83,0.63,0.51,0.52,0.74,0.05,0.60,0.82,0.70,0.25,0.95,0.29
2282,0.70,0.35,0.84,0.92,0.00,0.75,0.49,0.51,0.95,0.71,0.83,0.70,0.83,0.63,0.51,0.53,0.74,0.05,0.60,0.82,0.69,0.24,0.95,0.27
2283,0.70,0.36,0.84,0.92,0.00,0.75,0.49,0.51,0.95,0.71,0.83,0.70,0.83,0.64,0.51,0.52,0.74,0.05,0.60,0.83,0.71,0.27,0.95,0.26
2284,0.70,0.34,0.84,0.91,0.00,0.75,0.49,0.51,0.95,0.68,0.83,0.70,0.83,0.63,0.51,0.53,0.74,0.05,0.60,0.83,0.70,0.24,0.95,0.28
2285,0.70,0.31,0.84,0.91,0.00,0.75,0.49,0.51,0.95,0.70,0.83,0.70,0.82,0.63,0.51,0.54,0.74,0.05,0.60,0.81,0.70,0.24,0.95,0.27
2286,0.71,0.32,0.84,0.91,0.00,0.75,0.49,0.51,0.95,0.69,0.82,0.69,0.82,0.63,0.51,0.54,0.75,0.06,0.60,0.81,0.69,0.23,0.95,0.27
2287,0.71,0.33,0.84,0.91,0.00,0.75,0.49,0.51,0.95,0.70,0.82,0.70,0.82,0.63,0.51,0.53,0.75,0.06,0.59,0.82,0.70,0.24,0.95,0.26
2288,0.71,0.33,0.84,0.91,0.00,0.75,0.49,0.51,0.95,0.69,0.82,0.70,0.82,0.64,0.51,0.54,0.75,0.06,0.59,0.82,0.70,0.25,0.95,0.28
2289,0.71,0.34,0.84,0.91,0.00,0.75,0.49,0.50,0.95,0.70,0.82,0.70,0.82,0.63,0.51,0.55,0.74,0.06,0.59,0.83,0.69,0.25,0.95,0.27
2290,0.71,0.33,0.84,0.91,0.00,0.75,0.49,0.50,0.95,0.69,0.82,0.70,0.82,0.64,0.51,0.54,0.74,0.06,0.58,0.82,0.70,0.24,0.95,0.27
2291,0.71,0.33,0.84,0.91,0.00,0.75,0.49,0.50,0.95,0.69,0.82,0.70,0.82,0.63,0.51,0.54,0.74,0.06,0.58,0.82,0.69,0.24,0.95,0.27
2292,0.71,0.34,0.84,0.91,0.00,0.75,0.49,0.50,0.95,0.70,0.82,0.70,0.82,0.62,0.51,0.53,0.74,0.06,0.58,0.82,0.69,0.25,0.95,0.27
2293,0.71,0.34,0.84,0.91,0.00,0.75,0.49,0.50,0.95,0.70,0.82,0.70,0.82,0.63,0.50,0.53,0.74,0.06,0.57,0.82,0.70,0.25,0.95,0.29
2294,0.71,0.37,0.84,0.91,0.00,0.75,0.49,0.50,0.95,0.70,0.82,0.70,0.82,0.63,0.50,0.54,0.74,0.06,0.57,0.83,0.69,0.24,0.96,0.26
2295,0.72,0.38,0.84,0.91,0.00,0.75,0.49,0.50,0.95,0.70,0.82,0.70,0.82,0.64,0.50,0.54,0.73,0.06,0.57,0.82,0.70,0.24,0.95,0.28
2296,0.72,0.33,0.84,0.91,0.00,0.75,0.49,0.50,0.95,0.70,0.82,0.70,0.81,0.65,0.50,0.54,0.73,0.06,0.57,0.82,0.70,0.25,0.95,0.27
2297,0.72,0.35,0.84,0.91,0.00,0.75,0.48,0.50,0.95,0.70,0.82,0.70,0.81,0.64,0.50,0.54,0.73,0.06,0.56,0.83,0.70,0.26,0.96,0.27
2298,0.72,0.38,0.84,0.92,0.00,0.75,0.48,0.49,0.95,0.70,0.81,0.70,0.81,0.62,0.50,0.54,0.73,0.06,0.56,0.83,0.70,0.25,0.96,0.26
2299,0.72,0.38,0.84,0.92,0.00,0.75,0.48,0.49,0.95,0.70,0.81,0.69,0.81,0.63,0.50,0.54,0.73,0.06,0.56,0.83,0.69,0.23,0.95,0.27
2300,0.72,0.33,0.84,0.92,0.00,0.75,0.47,0.49,0.95,0.70,0.81,0.70,0.81,0.64,0.50,0.55,0.73,0.06,0.56,0.83,0.70,0.25,0.95,0.26
2301,0.72,0.35,0.84,0.92,0.00,0.75,0.47,0.50,0.95,0.70,0.81,0.70,0.81,0.64,0.50,0.55,0.72,0.06,0.56,0.83,0.70,0.26,0.95,0.27
2302,0.68,0.37,0.85,0.92,0.00,0.77,0.44,0.53,0.91,0.73,0.78,0.67,0.79,0.63,0.50,0.57,0.70,0.06,0.60,0.77,0.72,0.22,0.96,0.29
2303,0.68,0.36,0.86,0.92,0.00,0.77,0.45,0.53,0.91,0.73,0.78,0.67,0.79,0.63,0.50,0.56,0.70,0.06,0.60,0.77,0.73,0.25,0.95,0.29
2304,0.68,0.38,0.86,0.92,0.00,0.77,0.45,0.53,0.91,0.73,0.78,0.68,0.79,0.64,0.50,0.57,0.70,0.06,0.60,0.77,0.72,0.28,0.96,0.31
2305,0.68,0.40,0.86,0.92,0.00,0.77,0.45,0.53,0.91,0.72,0.78,0.67,0.79,0.63,0.50,0.58,0.70,0.06,0.60,0.77,0.73,0.26,0.96,0.34
2306,0.68,0.34,0.85,0.92,0.00,0.77,0.45,0.54,0.91,0.73,0.78,0.67,0.79,0.64,0.49,0.58,0.70,0.06,0.60,0.77,0.72,0.25,0.96,0.33
2307,0.68,0.41,0.85,0.92,0.00,0.77,0.45,0.55,0.92,0.73,0.78,0.67,0.79,0.64,0.49,0.59,0.70,0.06,0.61,0.77,0.73,0.25,0.96,0.33
2308,0.68,0.41,0.86,0.92,0.00,0.77,0.45,0.55,0.92,0.73,0.78,0.68,0.79,0.64,0.49,0.59,0.70,0.06,0.61,0.77,0.71,0.24,0.96,0.32
2309,0.69,0.40,0.86,0.92,0.00,0.77,0.45,0.55,0.92,0.73,0.78,0.68,0.80,0.64,0.49,0.60,0.70,0.06,0.61,0.78,0.72,0.25,0.96,0.33
2310,0.69,0.39,0.86,0.92,0.00,0.77,0.45,0.55,0.92,0.73,0.78,0.68,0.80,0.63,0.49,0.60,0.70,0.06,0.61,0.78,0.73,0.27,0.96,0.31
2311,0.69,0.41,0.86,0.92,0.00,0.76,0.45,0.55,0.92,0.73,0.78,0.67,0.80,0.64,0.49,0.59,0.70,0.07,0.61,0.78,0.72,0.25,0.96,0.30
2312,0.69,0.45,0.86,0.92,0.00,0.76,0.46,0.55,0.92,0.73,0.78,0.68,0.80,0.64,0.49,0.59,0.70,0.07,0.61,0.78,0.73,0.25,0.96,0.29
2313,0.69,0.33,0.86,0.92,0.00,0.77,0.46,0.55,0.93,0.73,0.78,0.67,0.80,0.63,0.49,0.57,0.70,0.06,0.61,0.77,0.72,0.25,0.96,0.27
2314,0.69,0.33,0.85,0.92,0.00,0.77,0.46,0.54,0.93,0.73,0.78,0.67,0.80,0.63,0.49,0.59,0.70,0.06,0.61,0.77,0.72,0.24,0.96,0.25
2315,0.69,0.35,0.85,0.92,0.00,0.76,0.46,0.54,0.93,0.73,0.78,0.68,0.80,0.64,0.49,0.58,0.70,0.06,0.61,0.77,0.72,0.25,0.96,0.27
2316,0.70,0.37,0.86,0.92,0.00,0.76,0.46,0.54,0.93,0.73,0.78,0.67,0.80,0.70,0.49,0.58,0.70,0.06,0.61,0.77,0.71,0.25,0.96,0.28
2317,0.70,0.40,0.85,0.92,0.00,0.76,0.46,0.55,0.93,0.73,0.79,0.67,0.80,0.70,0.49,0.57,0.71,0.06,0.61,0.77,0.73,0.25,0.96,0.26
2318,0.70,0.38,0.86,0.92,0.00,0.76,0.46,0.55,0.93,0.73,0.79,0.67,0.80,0.70,0.49,0.57,0.71,0.06,0.61,0.77,0.72,0.24,0.96,0.26
2319,0.70,0.36,0.86,0.92,0.00,0.76,0.46,0.55,0.93,0.73,0.79,0.67,0.80,0.69,0.49,0.56,0.71,0.06,0.61,0.77,0.71,0.24,0.96,0.24
2320,0.70,0.38,0.86,0.92,0.00,0.76,0.46,0.55,0.93,0.73,0.79,0.67,0.80,0.69,0.49,0.55,0.71,0.06,0.61,0.78,0.72,0.25,0.96,0.22
2321,0.70,0.35,0.86,0.92,0.00,0.76,0.46,0.55,0.93,0.72,0.79,0.67,0.80,0.70,0.49,0.55,0.71,0.06,0.61,0.78,0.72,0.24,0.96,0.21
2322,0.70,0.38,0.86,0.92,0.00,0.66,0.47,0.55,0.93,0.73,0.79,0.67,0.80,0.69,0.49,0.54,0.71,0.06,0.61,0.78,0.71,0.26,0.96,0.21
2323,0.70,0.39,0.86,0.92,0.00,0.66,0.47,0.54,0.94,0.73,0.79,0.67,0.80,0.68,0.49,0.54,0.71,0.06,0.61,0.78,0.70,0.24,0.96,0.21
2324,0.70,0.35,0.86,0.92,0.00,0.66,0.47,0.54,0.94,0.73,0.79,0.67,0.80,0.67,0.49,0.55,0.71,0.06,0.61,0.77,0.70,0.24,0.96,0.20
2325,0.70,0.36,0.85,0.92,0.00,0.66,0.47,0.54,0.94,0.73,0.79,0.66,0.80,0.68,0.49,0.54,0.71,0.06,0.62,0.77,0.71,0.24,0.95,0.20
2326,0.71,0.37,0.85,0.92,0.00,0.66,0.47,0.54,0.94,0.73,0.79,0.67,0.80,0.69,0.49,0.54,0.71,0.06,0.62,0.77,0.71,0.26,0.96,0.20
2327,0.71,0.36,0.86,0.92,0.00,0.66,0.47,0.54,0.94,0.73,0.79,0.67,0.80,0.68,0.49,0.55,0.71,0.06,0.62,0.77,0.70,0.24,0.95,0.19
2328,0.71,0.39,0.86,0.92,0.00,0.66,0.47,0.54,0.94,0.73,0.79,0.67,0.80,0.68,0.49,0.54,0.71,0.06,0.62,0.77,0.70,0.24,0.96,0.18
2329,0.71,0.33,0.86,0.92,0.00,0.66,0.47,0.54,0.94,0.73,0.78,0.67,0.80,0.68,0.49,0.54,0.71,0.06,0.62,0.77,0.70,0.24,0.96,0.17
2330,0.70,0.34,0.86,0.92,0.00,0.72,0.47,0.54,0.94,0.73,0.78,0.67,0.80,0.69,0.49,0.54,0.71,0.06,0.63,0.77,0.70,0.23,0.96,0.17
2331,0.70,0.34,0.86,0.92,0.00,0.72,0.47,0.54,0.94,0.73,0.78,0.67,0.80,0.69,0.50,0.55,0.71,0.06,0.63,0.77,0.71,0.24,0.95,0.18
2332,0.70,0.35,0.85,0.92,0.00,0.72,0.48,0.54,0.94,0.72,0.78,0.67,0.80,0.67,0.50,0.53,0.71,0.06,0.63,0.77,0.71,0.26,0.96,0.18
2333,0.70,0.33,0.86,0.92,0.00,0.72,0.48,0.54,0.94,0.73,0.78,0.67,0.80,0.68,0.48,0.55,0.71,0.06,0.63,0.77,0.72,0.25,0.96,0.19
2334,0.70,0.32,0.86,0.92,0.00,0.72,0.48,0.54,0.94,0.73,0.78,0.67,0.80,0.68,0.48,0.56,0.71,0.06,0.63,0.77,0.71,0.23,0.96,0.20
2335,0.70,0.31,0.85,0.93,0.00,0.72,0.48,0.53,0.94,0.73,0.78,0.67,0.80,0.68,0.48,0.55,0.71,0.06,0.63,0.77,0.71,0.24,0.96,0.23
2336,0.70,0.30,0.86,0.93,0.00,0.72,0.48,0.53,0.94,0.73,0.78,0.67,0.80,0.69,0.48,0.55,0.71,0.06,0.63,0.77,0.71,0.25,0.96,0.21
2337,0.70,0.30,0.86,0.93,0.00,0.72,0.48,0.53,0.94,0.73,0.78,0.67,0.80,0.69,0.48,0.55,0.71,0.06,0.63,0.77,0.71,0.24,0.96,0.21
2338,0.70,0.30,0.86,0.93,0.00,0.72,0.48,0.53,0.94,0.73,0.79,0.67,0.80,0.68,0.48,0.55,0.71,0.06,0.63,0.77,0.72,0.25,0.96,0.23
2339,0.70,0.31,0.86,0.93,0.00,0.72,0.49,0.53,0.94,0.73,0.79,0.67,0.80,0.70,0.49,0.56,0.71,0.07,0.63,0.77,0.71,0.24,0.96,0.26
2340,0.70,0.32,0.86,0.94,0.00,0.72,0.49,0.53,0.94,0.73,0.79,0.67,0.80,0.69,0.49,0.56,0.71,0.07,0.63,0.77,0.70,0.25,0.95,0.25
2341,0.70,0.34,0.85,0.94,0.00,0.72,0.49,0.53,0.94,0.73,0.79,0.67,0.80,0.68,0.49,0.55,0.71,0.07,0.63,0.77,0.70,0.25,0.96,0.23
2342,0.70,0.35,0.86,0.94,0.00,0.72,0.49,0.53,0.94,0.73,0.79,0.67,0.80,0.67,0.49,0.54,0.71,0.07,0.63,0.77,0.70,0.25,0.95,0.26
2343,0.70,0.37,0.86,0.94,0.00,0.72,0.49,0.53,0.94,0.73,0.79,0.67,0.80,0.68,0.49,0.54,0.71,0.07,0.63,0.77,0.71,0.24,0.95,0.30
2344,0.70,0.35,0.86,0.94,0.00,0.72,0.49,0.53,0.94,0.73,0.79,0.67,0.80,0.68,0.49,0.53,0.71,0.07,0.63,0.77,0.70,0.24,0.96,0.30
2345,0.70,0.31,0.86,0.94,0.00,0.72,0.49,0.53,0.94,0.73,0.79,0.67,0.80,0.68,0.49,0.55,0.71,0.07,0.63,0.77,0.72,0.24,0.96,0.30
2346,0.70,0.29,0.85,0.94,0.00,0.72,0.49,0.53,0.94,0.73,0.79,0.67,0.80,0.68,0.49,0.55,0.71,0.07,0.63,0.78,0.71,0.23,0.96,0.33
2347,0.71,0.31,0.86,0.94,0.00,0.72,0.49,0.53,0.94,0.73,0.79,0.67,0.80,0.69,0.50,0.56,0.71,0.07,0.63,0.78,0.71,0.24,0.96,0.38
2348,0.71,0.33,0.86,0.94,0.00,0.72,0.49,0.53,0.94,0.73,0.79,0.67,0.80,0.69,0.50,0.57,0.71,0.07,0.63,0.78,0.72,0.26,0.96,0.34
2349,0.71,0.34,0.86,0.94,0.00,0.72,0.49,0.53,0.94,0.73,0.79,0.67,0.80,0.68,0.50,0.57,0.71,0.07,0.63,0.77,0.73,0.24,0.96,0.33
2350,0.71,0.33,0.86,0.94,0.00,0.72,0.50,0.53,0.94,0.73,0.79,0.67,0.80,0.67,0.50,0.55,0.71,0.07,0.63,0.77,0.71,0.26,0.96,0.32
2351,0.71,0.33,0.86,0.94,0.00,0.72,0.50,0.53,0.94,0.73,0.79,0.67,0.81,0.67,0.51,0.56,0.71,0.07,0.63,0.77,0.72,0.24,0.96,0.32
2352,0.72,0.32,0.86,0.94,0.00,0.72,0.50,0.53,0.94,0.73,0.79,0.67,0.81,0.67,0.51,0.56,0.71,0.07,0.63,0.77,0.70,0.25,0.95,0.29
2353,0.72,0.35,0.86,0.94,0.00,0.72,0.50,0.53,0.94,0.73,0.79,0.67,0.81,0.67,0.51,0.56,0.71,0.07,0.63,0.77,0.71,0.25,0.96,0.26
2354,0.72,0.29,0.86,0.94,0.00,0.72,0.50,0.53,0.94,0.73,0.79,0.67,0.81,0.67,0.51,0.56,0.71,0.07,0.63,0.74,0.72,0.24,0.96,0.25
2355,0.72,0.28,0.86,0.95,0.00,0.72,0.50,0.53,0.94,0.73,0.79,0.67,0.81,0.66,0.51,0.56,0.71,0.07,0.63,0.75,0.71,0.24,0.96,0.25
2356,0.72,0.31,0.86,0.95,0.00,0.72,0.50,0.53,0.94,0.73,0.79,0.67,0.81,0.67,0.50,0.56,0.71,0.07,0.64,0.76,0.71,0.26,0.96,0.24
2357,0.72,0.33,0.86,0.95,0.00,0.72,0.50,0.53,0.94,0.73,0.79,0.67,0.81,0.67,0.50,0.56,0.71,0.07,0.64,0.77,0.71,0.25,0.96,0.23
2358,0.72,0.33,0.85,0.95,0.00,0.66,0.50,0.53,0.94,0.73,0.80,0.67,0.81,0.66,0.50,0.57,0.71,0.07,0.64,0.78,0.70,0.26,0.95,0.20
2359,0.72,0.31,0.86,0.95,0.00,0.67,0.50,0.53,0.94,0.73,0.80,0.67,0.81,0.67,0.50,0.55,0.71,0.06,0.64,0.78,0.71,0.24,0.97,0.20
2360,0.72,0.32,0.85,0.95,0.00,0.67,0.50,0.53,0.94,0.73,0.80,0.67,0.81,0.67,0.50,0.56,0.71,0.06,0.64,0.78,0.68,0.25,0.95,0.19
2361,0.72,0.40,0.86,0.95,0.00,0.67,0.50,0.53,0.94,0.73,0.80,0.67,0.81,0.67,0.50,0.55,0.71,0.06,0.64,0.77,0.71,0.26,0.96,0.20
2362,0.72,0.42,0.86,0.95,0.00,0.67,0.49,0.53,0.94,0.73,0.80,0.67,0.81,0.67,0.50,0.55,0.71,0.06,0.64,0.77,0.71,0.25,0.96,0.22
2363,0.72,0.38,0.85,0.94,0.00,0.67,0.49,0.53,0.94,0.73,0.80,0.67,0.81,0.66,0.50,0.54,0.71,0.06,0.64,0.78,0.69,0.24,0.95,0.21
2364,0.72,0.31,0.86,0.94,0.00,0.72,0.49,0.53,0.94,0.73,0.80,0.67,0.81,0.68,0.50,0.54,0.71,0.06,0.64,0.78,0.70,0.23,0.96,0.20
2365,0.71,0.31,0.86,0.94,0.00,0.72,0.49,0.53,0.94,0.72,0.80,0.67,0.81,0.67,0.50,0.54,0.71,0.06,0.63,0.78,0.71,0.26,0.96,0.20
2366,0.71,0.31,0.86,0.94,0.00,0.72,0.49,0.53,0.94,0.73,0.80,0.68,0.81,0.67,0.50,0.55,0.71,0.06,0.63,0.78,0.70,0.25,0.96,0.21
2367,0.71,0.35,0.86,0.94,0.00,0.72,0.49,0.53,0.94,0.73,0.80,0.67,0.81,0.67,0.50,0.56,0.71,0.06,0.63,0.77,0.71,0.25,0.96,0.22
2368,0.71,0.30,0.85,0.94,0.00,0.72,0.49,0.53,0.94,0.73,0.80,0.67,0.81,0.67,0.50,0.57,0.71,0.06,0.63,0.77,0.70,0.25,0.95,0.22
2369,0.71,0.33,0.86,0.94,0.00,0.72,0.49,0.53,0.94,0.73,0.79,0.67,0.81,0.66,0.50,0.57,0.71,0.06,0.63,0.77,0.71,0.25,0.96,0.23
2370,0.71,0.34,0.86,0.94,0.00,0.72,0.49,0.53,0.94,0.73,0.79,0.67,0.80,0.66,0.50,0.55,0.71,0.06,0.63,0.77,0.70,0.24,0.95,0.24
2371,0.71,0.32,0.86,0.94,0.00,0.72,0.48,0.53,0.94,0.72,0.79,0.67,0.80,0.68,0.50,0.55,0.71,0.06,0.63,0.77,0.70,0.24,0.96,0.25
2372,0.71,0.32,0.86,0.94,0.00,0.72,0.48,0.53,0.94,0.73,0.79,0.67,0.80,0.67,0.50,0.56,0.70,0.06,0.63,0.77,0.71,0.25,0.96,0.25
2373,0.71,0.33,0.85,0.94,0.00,0.72,0.48,0.53,0.94,0.73,0.79,0.67,0.80,0.66,0.50,0.56,0.71,0.06,0.63,0.78,0.71,0.25,0.96,0.25
2374,0.71,0.33,0.86,0.94,0.00,0.72,0.48,0.53,0.94,0.73,0.79,0.67,0.80,0.66,0.50,0.56,0.71,0.06,0.63,0.78,0.71,0.25,0.96,0.24
2375,0.72,0.34,0.86,0.94,0.00,0.83,0.28,0.53,0.94,0.73,0.79,0.68,0.80,0.67,0.50,0.55,0.71,0.06,0.62,0.78,0.70,0.24,0.96,0.27
2376,0.72,0.37,0.86,0.94,0.00,0.83,0.26,0.53,0.94,0.73,0.79,0.68,0.80,0.66,0.50,0.56,0.71,0.06,0.62,0.78,0.72,0.25,0.96,0.24
2377,0.72,0.35,0.86,0.94,0.00,0.83,0.25,0.53,0.94,0.73,0.79,0.68,0.80,0.66,0.50,0.56,0.71,0.06,0.62,0.78,0.71,0.23,0.96,0.26
2378,0.72,0.35,0.85,0.94,0.00,0.83,0.28,0.52,0.94,0.73,0.79,0.68,0.80,0.67,0.50,0.55,0.71,0.06,0.62,0.78,0.71,0.24,0.95,0.25
