Ponto,Água,,Combustíveis,,,,,,,Ar,,,,,,,,,Fornalha,Gases de combustão,Vapor,,,Digestor
702,0.76,0.53,0.80,0.95,0.03,0.30,0.48,0.48,0.95,0.69,0.91,0.66,0.88,0.67,0.90,0.54,0.75,0.10,0.49,0.73,0.66,0.05,0.87,0.24
703,0.74,0.54,0.80,0.92,0.00,0.94,0.47,0.49,0.95,0.69,0.91,0.66,0.89,0.66,0.91,0.53,0.75,0.10,0.48,0.73,0.65,0.05,0.87,0.25
704,0.75,0.50,0.80,0.94,0.00,0.93,0.48,0.49,0.95,0.69,0.91,0.67,0.88,0.72,0.90,0.51,0.76,0.11,0.50,0.73,0.66,0.05,0.87,0.27
705,0.75,0.50,0.81,0.95,0.00,0.93,0.48,0.50,0.95,0.70,0.92,0.67,0.90,0.75,0.90,0.52,0.77,0.12,0.51,0.74,0.69,0.05,0.87,0.28
706,0.74,0.45,0.81,0.96,0.00,0.29,0.47,0.49,0.95,0.70,0.91,0.61,0.90,0.75,0.89,0.49,0.77,0.12,0.50,0.73,0.66,0.05,0.87,0.24
707,0.74,0.41,0.81,0.94,0.00,0.96,0.46,0.49,0.95,0.70,0.90,0.68,0.88,0.74,0.90,0.49,0.77,0.11,0.50,0.73,0.68,0.04,0.88,0.26
708,0.73,0.51,0.81,0.93,0.00,0.95,0.47,0.47,0.95,0.70,0.91,0.68,0.90,0.78,0.90,0.48,0.78,0.11,0.50,0.73,0.69,0.05,0.88,0.27
709,0.73,0.39,0.81,0.93,0.00,0.22,0.49,0.49,0.95,0.70,0.92,0.62,0.92,0.79,0.91,0.45,0.80,0.12,0.49,0.73,0.66,0.05,0.87,0.24
710,0.74,0.46,0.81,0.91,0.00,0.47,0.48,0.49,0.96,0.70,0.93,0.64,0.92,0.79,0.92,0.47,0.81,0.11,0.48,0.73,0.66,0.04,0.87,0.25
711,0.74,0.47,0.81,0.92,0.00,0.95,0.46,0.49,0.96,0.70,0.93,0.68,0.91,0.79,0.92,0.45,0.82,0.11,0.49,0.73,0.68,0.04,0.88,0.28
712,0.70,0.41,0.81,0.94,0.00,0.24,0.45,0.49,0.97,0.70,0.92,0.62,0.92,0.80,0.91,0.45,0.82,0.12,0.48,0.73,0.64,0.04,0.87,0.32
713,0.71,0.42,0.81,0.95,0.00,0.23,0.49,0.49,0.97,0.70,0.93,0.62,0.92,0.79,0.90,0.45,0.82,0.13,0.48,0.74,0.64,0.05,0.87,0.28
714,0.74,0.50,0.81,0.93,0.00,0.93,0.49,0.48,0.96,0.70,0.92,0.68,0.91,0.80,0.91,0.46,0.81,0.13,0.48,0.74,0.68,0.06,0.87,0.24
715,0.75,0.57,0.81,0.93,0.00,0.93,0.47,0.48,0.96,0.70,0.91,0.68,0.91,0.79,0.91,0.47,0.81,0.11,0.49,0.73,0.67,0.05,0.87,0.22
716,0.76,0.55,0.81,0.92,0.00,0.26,0.47,0.48,0.96,0.70,0.91,0.62,0.91,0.79,0.89,0.50,0.79,0.11,0.50,0.74,0.68,0.05,0.87,0.23
717,0.75,0.55,0.81,0.92,0.00,0.54,0.49,0.48,0.96,0.70,0.93,0.65,0.92,0.80,0.91,0.50,0.78,0.11,0.51,0.74,0.68,0.06,0.87,0.23
718,0.76,0.51,0.81,0.93,0.00,0.94,0.48,0.45,0.97,0.70,0.92,0.68,0.91,0.79,0.90,0.51,0.79,0.11,0.51,0.75,0.69,0.05,0.87,0.23
719,0.74,0.54,0.81,0.93,0.00,0.28,0.48,0.45,0.97,0.70,0.92,0.62,0.92,0.80,0.91,0.49,0.81,0.11,0.51,0.75,0.65,0.05,0.87,0.26
720,0.76,0.53,0.81,0.93,0.00,0.84,0.49,0.44,0.97,0.70,0.93,0.67,0.93,0.79,0.91,0.49,0.80,0.12,0.49,0.74,0.68,0.06,0.87,0.25
721,0.72,0.52,0.81,0.93,0.00,0.82,0.44,0.44,0.97,0.70,0.91,0.67,0.91,0.79,0.90,0.48,0.80,0.12,0.50,0.74,0.67,0.05,0.87,0.19
722,0.74,0.59,0.81,0.94,0.00,0.84,0.47,0.45,0.97,0.70,0.93,0.68,0.93,0.79,0.92,0.55,0.79,0.13,0.46,0.75,0.68,0.07,0.87,0.24
723,0.72,0.51,0.81,0.94,0.00,0.75,0.50,0.45,0.97,0.66,0.95,0.63,0.95,0.68,0.96,0.57,0.79,0.12,0.34,0.74,0.68,0.06,0.87,0.26
724,0.73,0.52,0.81,0.93,0.00,0.34,0.48,0.43,0.97,0.68,0.92,0.62,0.93,0.68,0.95,0.57,0.77,0.12,0.39,0.74,0.65,0.05,0.87,0.25
725,0.74,0.49,0.81,0.94,0.00,0.74,0.48,0.47,0.98,0.67,0.92,0.62,0.93,0.67,0.95,0.58,0.76,0.12,0.41,0.74,0.66,0.06,0.87,0.28
726,0.73,0.48,0.81,0.94,0.00,0.69,0.52,0.45,0.99,0.67,0.92,0.62,0.94,0.68,0.95,0.59,0.76,0.11,0.34,0.74,0.66,0.05,0.87,0.25
727,0.74,0.48,0.81,0.94,0.00,0.77,0.49,0.45,0.99,0.67,0.91,0.63,0.93,0.68,0.95,0.58,0.76,0.11,0.41,0.74,0.67,0.06,0.87,0.24
728,0.75,0.37,0.81,0.94,0.00,0.78,0.47,0.45,0.99,0.67,0.91,0.63,0.92,0.68,0.95,0.59,0.75,0.11,0.52,0.74,0.68,0.05,0.87,0.26
729,0.75,0.44,0.81,0.93,0.00,0.78,0.48,0.45,0.99,0.67,0.91,0.63,0.93,0.68,0.95,0.58,0.75,0.11,0.50,0.74,0.68,0.05,0.87,0.30
730,0.76,0.44,0.81,0.94,0.00,0.70,0.45,0.46,0.99,0.67,0.91,0.62,0.92,0.67,0.95,0.56,0.76,0.11,0.50,0.74,0.68,0.05,0.87,0.28
731,0.76,0.48,0.81,0.94,0.02,0.69,0.45,0.46,0.99,0.67,0.91,0.66,0.91,0.68,0.96,0.54,0.77,0.11,0.49,0.74,0.69,0.05,0.87,0.26
732,0.73,0.48,0.81,0.94,0.00,0.69,0.49,0.45,0.99,0.68,0.92,0.62,0.94,0.68,0.97,0.53,0.79,0.10,0.48,0.74,0.67,0.06,0.87,0.31
733,0.74,0.49,0.81,0.93,0.00,0.72,0.49,0.45,1.00,0.67,0.92,0.62,0.94,0.68,0.96,0.54,0.78,0.11,0.49,0.75,0.67,0.05,0.87,0.26
734,0.74,0.47,0.81,0.93,0.01,0.08,0.51,0.45,1.00,0.67,0.92,0.58,0.94,0.67,0.96,0.54,0.78,0.11,0.50,0.74,0.66,0.04,0.87,0.25
735,0.74,0.43,0.81,0.94,0.03,0.13,0.39,0.46,0.99,0.68,0.94,0.62,0.93,0.68,0.98,0.55,0.78,0.11,0.50,0.75,0.67,0.06,0.87,0.32
736,0.74,0.41,0.81,0.95,0.00,0.89,0.47,0.46,1.00,0.67,0.95,0.64,0.93,0.68,0.98,0.56,0.79,0.11,0.50,0.75,0.68,0.05,0.87,0.27
737,0.75,0.42,0.81,0.94,0.00,0.76,0.46,0.45,0.99,0.67,0.96,0.63,0.95,0.68,0.99,0.54,0.80,0.10,0.49,0.74,0.67,0.05,0.87,0.28
738,0.86,0.38,0.99,0.94,0.00,0.75,0.48,0.51,0.95,0.79,0.87,0.75,0.90,0.95,0.42,0.80,0.69,0.07,0.82,0.89,0.91,0.40,0.98,0.29
739,0.84,0.33,1.00,0.95,0.00,0.81,0.50,0.51,0.95,0.79,0.88,0.76,0.89,0.95,0.43,0.81,0.68,0.07,0.80,0.89,0.89,0.39,0.98,0.33
740,0.72,0.32,0.88,0.95,0.00,0.80,0.49,0.53,0.94,0.72,0.88,0.69,0.91,0.71,0.49,0.63,0.76,0.08,0.55,0.80,0.73,0.38,0.96,0.29
741,0.71,0.28,0.85,0.97,0.00,0.79,0.47,0.53,0.94,0.73,0.87,0.70,0.89,0.62,0.50,0.57,0.77,0.09,0.62,0.78,0.70,0.36,0.96,0.31
742,0.70,0.28,0.86,0.98,0.00,0.51,0.46,0.53,0.94,0.73,0.87,0.67,0.90,0.63,0.50,0.56,0.77,0.09,0.64,0.77,0.71,0.36,0.96,0.30
743,0.68,0.27,0.71,0.96,0.27,0.69,0.52,0.49,0.95,0.67,0.89,0.81,0.85,0.41,0.56,0.53,0.79,0.14,0.65,0.75,0.67,0.38,0.96,0.24
744,0.65,0.29,0.81,0.95,0.00,0.69,0.52,0.50,0.95,0.71,0.90,0.66,0.91,0.65,0.51,0.55,0.79,0.10,0.46,0.77,0.65,0.42,0.95,0.31
745,0.79,0.31,0.93,0.96,0.00,0.78,0.53,0.52,0.95,0.76,0.92,0.73,0.94,0.78,0.49,0.82,0.71,0.09,0.64,0.83,0.84,0.38,0.98,0.29
746,0.78,0.30,0.93,0.96,0.00,0.81,0.50,0.51,0.95,0.76,0.90,0.73,0.92,0.78,0.48,0.78,0.69,0.09,0.75,0.83,0.84,0.35,0.97,0.30
747,0.67,0.27,0.81,0.97,0.00,0.84,0.52,0.51,0.95,0.71,0.93,0.68,0.96,0.50,0.55,0.58,0.80,0.10,0.45,0.77,0.67,0.32,0.95,0.26
748,0.66,0.27,0.74,0.98,0.01,0.67,0.51,0.51,0.95,0.66,0.93,0.60,0.94,0.37,0.57,0.47,0.84,0.09,0.43,0.74,0.57,0.31,0.94,0.27
749,0.67,0.32,0.74,0.98,0.21,0.68,0.50,0.51,0.95,0.65,0.95,0.83,0.92,0.37,0.57,0.46,0.85,0.09,0.54,0.81,0.70,0.31,0.96,0.35
750,0.75,0.36,0.90,0.98,0.00,0.72,0.52,0.51,0.95,0.73,0.94,0.68,0.97,0.74,0.49,0.73,0.75,0.09,0.60,0.86,0.81,0.32,0.97,0.29
751,0.82,0.40,0.96,0.97,0.00,0.87,0.46,0.52,0.95,0.74,0.92,0.70,0.95,0.85,0.45,0.85,0.70,0.09,0.80,0.91,0.90,0.30,0.98,0.28
752,0.54,0.42,0.32,0.97,0.69,0.20,0.50,0.87,0.76,0.68,0.66,0.83,0.62,0.40,0.25,0.34,0.56,0.34,0.43,0.80,0.35,0.30,0.92,0.19
753,0.53,0.45,0.33,0.98,0.79,0.70,0.49,0.88,0.78,0.68,0.71,0.83,0.67,0.39,0.26,0.34,0.59,0.44,0.44,0.82,0.40,0.30,0.93,0.19
754,0.79,0.34,0.90,0.98,0.00,0.76,0.48,0.52,0.95,0.72,0.92,0.69,0.95,0.74,0.48,0.62,0.78,0.09,0.71,0.85,0.79,0.30,0.96,0.31
755,0.75,0.36,0.89,0.98,0.00,0.73,0.40,0.52,0.95,0.74,0.91,0.70,0.94,0.74,0.48,0.59,0.77,0.09,0.69,0.84,0.79,0.29,0.96,0.23
756,0.76,0.36,0.86,0.97,0.00,0.77,0.44,0.52,0.94,0.73,0.91,0.70,0.94,0.65,0.50,0.57,0.79,0.09,0.69,0.84,0.75,0.29,0.96,0.30
757,0.81,0.39,0.91,0.95,0.00,0.81,0.47,0.52,0.94,0.75,0.91,0.72,0.93,0.77,0.47,0.69,0.73,0.09,0.73,0.88,0.82,0.29,0.97,0.29
758,0.86,0.41,0.96,0.95,0.00,0.92,0.49,0.51,0.94,0.77,0.93,0.75,0.94,0.88,0.45,0.76,0.73,0.11,0.81,0.90,0.90,0.30,0.98,0.25
759,0.58,0.35,0.54,0.96,0.56,0.77,0.47,0.52,0.94,0.70,0.91,0.81,0.89,0.60,0.51,0.24,0.94,0.16,0.52,0.79,0.61,0.30,0.94,0.13
760,0.59,0.29,0.62,0.96,0.40,0.18,0.49,0.52,0.94,0.70,0.91,0.81,0.89,0.57,0.51,0.25,0.95,0.12,0.53,0.78,0.64,0.30,0.95,0.07
761,0.61,0.32,0.66,0.96,0.20,0.67,0.48,0.52,0.94,0.70,0.91,0.82,0.88,0.58,0.51,0.35,0.89,0.12,0.55,0.79,0.58,0.29,0.94,0.17
762,0.65,0.36,0.81,0.96,0.00,0.66,0.53,0.52,0.95,0.71,0.92,0.66,0.95,0.51,0.54,0.54,0.83,0.11,0.60,0.82,0.66,0.31,0.95,0.25
763,0.67,0.34,0.82,0.97,0.00,0.63,0.56,0.53,0.95,0.71,0.94,0.66,0.96,0.54,0.53,0.49,0.84,0.10,0.52,0.81,0.66,0.32,0.95,0.28
764,0.85,0.41,0.97,0.97,0.00,0.77,0.51,0.52,0.95,0.78,0.93,0.75,0.96,0.91,0.44,0.80,0.72,0.08,0.72,0.89,0.90,0.30,0.98,0.28
765,0.88,0.43,0.97,0.96,0.00,0.86,0.50,0.52,0.94,0.78,0.93,0.75,0.95,0.88,0.44,0.82,0.71,0.08,0.72,0.90,0.91,0.32,0.98,0.29
766,0.86,0.44,0.97,0.95,0.00,0.86,0.52,0.51,0.94,0.78,0.94,0.75,0.97,0.88,0.46,0.83,0.71,0.07,0.67,0.90,0.91,0.31,0.98,0.28
767,0.86,0.41,0.97,0.95,0.00,0.85,0.54,0.50,0.94,0.78,0.95,0.75,0.98,0.91,0.44,0.82,0.73,0.07,0.63,0.89,0.91,0.32,0.98,0.27
768,0.88,0.42,0.97,0.95,0.00,0.91,0.53,0.50,0.95,0.78,0.94,0.76,0.96,0.93,0.44,0.84,0.72,0.07,0.63,0.90,0.91,0.31,0.98,0.27
769,0.85,0.36,0.97,0.95,0.00,0.72,0.52,0.50,0.95,0.78,0.93,0.74,0.95,0.91,0.43,0.82,0.71,0.07,0.63,0.87,0.90,0.31,0.98,0.29
770,0.82,0.35,0.93,0.96,0.00,0.87,0.50,0.51,0.94,0.76,0.92,0.74,0.94,0.78,0.46,0.78,0.72,0.07,0.66,0.85,0.85,0.30,0.98,0.27
771,0.82,0.35,0.91,0.96,0.00,0.87,0.51,0.52,0.94,0.75,0.93,0.73,0.95,0.73,0.47,0.77,0.72,0.08,0.62,0.83,0.82,0.31,0.97,0.21
772,0.77,0.32,0.90,0.96,0.00,0.81,0.51,0.53,0.94,0.75,0.93,0.72,0.96,0.70,0.49,0.75,0.74,0.08,0.56,0.84,0.80,0.32,0.97,0.18
773,0.69,0.29,0.68,0.96,0.26,0.79,0.51,0.52,0.94,0.68,0.92,0.77,0.89,0.51,0.50,0.39,0.86,0.07,0.44,0.78,0.64,0.31,0.95,0.32
774,0.71,0.28,0.71,0.95,0.28,0.75,0.50,0.52,0.92,0.68,0.88,0.78,0.86,0.27,0.48,0.40,0.83,0.06,0.46,0.76,0.66,0.30,0.95,0.26
775,0.73,0.30,0.71,0.95,0.28,0.73,0.50,0.51,0.94,0.68,0.89,0.81,0.89,0.29,0.50,0.46,0.82,0.07,0.52,0.78,0.68,0.29,0.95,0.22
776,0.77,0.37,0.96,0.95,0.00,0.74,0.50,0.51,0.94,0.77,0.90,0.73,0.93,0.85,0.43,0.86,0.68,0.08,0.81,0.86,0.89,0.28,0.98,0.23
777,0.79,0.36,0.96,0.96,0.00,0.76,0.51,0.51,0.95,0.77,0.92,0.73,0.96,0.85,0.44,0.83,0.71,0.08,0.68,0.88,0.89,0.31,0.98,0.30
778,0.80,0.36,0.96,0.96,0.00,0.64,0.52,0.53,0.95,0.77,0.93,0.71,0.97,0.85,0.44,0.83,0.71,0.08,0.64,0.86,0.88,0.31,0.98,0.24
779,0.82,0.36,0.96,0.95,0.00,0.80,0.51,0.83,0.94,0.77,0.93,0.73,0.96,0.85,0.41,0.83,0.70,0.08,0.73,0.87,0.87,0.30,0.98,0.15
780,0.83,0.38,0.96,0.94,0.00,0.93,0.49,0.82,0.94,0.77,0.92,0.74,0.94,0.85,0.41,0.83,0.70,0.08,0.78,0.87,0.87,0.29,0.98,0.16
781,0.82,0.37,0.96,0.94,0.00,0.91,0.49,0.52,0.94,0.77,0.92,0.74,0.95,0.85,0.44,0.82,0.70,0.09,0.76,0.86,0.87,0.29,0.98,0.25
782,0.64,0.39,0.61,0.97,0.25,0.67,0.50,0.53,0.94,0.69,0.92,0.77,0.91,0.47,0.53,0.50,0.81,0.23,0.54,0.77,0.53,0.29,0.93,0.18
783,0.62,0.34,0.62,0.97,0.28,0.67,0.50,0.53,0.94,0.69,0.91,0.77,0.90,0.47,0.53,0.50,0.81,0.19,0.54,0.76,0.57,0.28,0.94,0.23
784,0.61,0.32,0.70,0.97,0.15,0.68,0.51,0.53,0.94,0.70,0.92,0.77,0.90,0.47,0.54,0.50,0.81,0.16,0.54,0.77,0.60,0.29,0.94,0.25
785,0.60,0.39,0.59,0.97,0.32,0.68,0.54,0.52,0.94,0.70,0.94,0.81,0.91,0.46,0.54,0.50,0.82,0.18,0.37,0.78,0.55,0.31,0.94,0.22
786,0.89,0.37,1.00,0.97,0.00,0.87,0.54,0.51,0.95,0.79,0.93,0.76,0.97,0.91,0.44,0.86,0.71,0.07,0.66,0.89,0.93,0.30,0.98,0.25
787,0.87,0.37,0.98,0.96,0.00,0.74,0.53,0.52,0.95,0.78,0.94,0.76,0.96,0.80,0.46,0.84,0.72,0.07,0.64,0.88,0.88,0.31,0.97,0.23
788,0.87,0.37,0.98,0.95,0.00,0.80,0.50,0.52,0.94,0.78,0.92,0.77,0.95,0.80,0.45,0.81,0.70,0.07,0.77,0.88,0.88,0.29,0.98,0.23
789,0.84,0.37,0.96,0.96,0.00,0.75,0.51,0.51,0.94,0.77,0.93,0.75,0.96,0.84,0.44,0.74,0.73,0.06,0.64,0.87,0.84,0.31,0.98,0.27
790,0.85,0.36,0.98,0.96,0.00,0.92,0.51,0.52,0.94,0.78,0.92,0.78,0.95,0.83,0.45,0.81,0.73,0.06,0.71,0.87,0.88,0.31,0.98,0.22
791,0.82,0.33,0.93,0.95,0.00,0.81,0.50,0.52,0.94,0.76,0.92,0.73,0.94,0.72,0.47,0.68,0.75,0.07,0.69,0.84,0.80,0.30,0.97,0.24
792,0.79,0.34,0.88,0.95,0.00,0.76,0.49,0.52,0.94,0.74,0.92,0.71,0.95,0.62,0.48,0.62,0.76,0.07,0.71,0.81,0.75,0.30,0.96,0.25
793,0.79,0.36,0.93,0.95,0.00,0.85,0.54,0.51,0.95,0.76,0.94,0.74,0.97,0.72,0.49,0.75,0.75,0.08,0.64,0.84,0.83,0.31,0.97,0.21
794,0.78,0.33,0.90,0.96,0.00,0.83,0.54,0.49,0.95,0.75,0.94,0.72,0.97,0.65,0.49,0.70,0.75,0.07,0.57,0.83,0.78,0.31,0.97,0.19
795,0.84,0.37,0.93,0.94,0.00,0.81,0.48,0.47,0.95,0.76,0.92,0.73,0.95,0.73,0.47,0.75,0.71,0.07,0.73,0.84,0.83,0.29,0.97,0.26
796,0.83,0.38,0.96,0.94,0.00,0.85,0.51,0.46,0.95,0.77,0.93,0.75,0.97,0.79,0.46,0.83,0.71,0.07,0.74,0.86,0.87,0.29,0.98,0.20
797,0.83,0.40,0.96,0.95,0.00,0.20,0.53,0.46,0.95,0.77,0.94,0.69,0.98,0.79,0.46,0.82,0.72,0.07,0.65,0.87,0.85,0.30,0.98,0.22
798,0.85,0.39,0.96,0.96,0.00,0.90,0.55,0.48,0.95,0.77,0.94,0.75,0.97,0.79,0.45,0.81,0.73,0.07,0.62,0.86,0.86,0.32,0.98,0.24
799,0.85,0.39,1.00,0.96,0.00,0.92,0.52,0.48,0.95,0.79,0.93,0.77,0.95,0.87,0.44,0.87,0.70,0.06,0.60,0.87,0.91,0.29,0.98,0.26
800,0.84,0.35,0.96,0.96,0.00,0.79,0.49,0.48,0.95,0.77,0.92,0.74,0.94,0.81,0.45,0.79,0.71,0.06,0.65,0.85,0.86,0.30,0.98,0.25
801,0.83,0.37,0.96,0.96,0.00,0.85,0.47,0.48,0.94,0.77,0.91,0.75,0.93,0.81,0.44,0.77,0.72,0.06,0.73,0.85,0.85,0.29,0.97,0.27
802,0.76,0.35,0.88,0.95,0.00,0.74,0.49,0.50,0.94,0.74,0.91,0.70,0.94,0.64,0.49,0.65,0.75,0.08,0.62,0.83,0.74,0.30,0.96,0.20
803,0.75,0.33,0.89,0.96,0.00,0.79,0.49,0.50,0.94,0.74,0.91,0.71,0.94,0.64,0.49,0.65,0.73,0.07,0.65,0.81,0.75,0.30,0.96,0.23
804,0.72,0.31,0.78,0.97,0.11,0.67,0.50,0.51,0.93,0.70,0.92,0.67,0.95,0.53,0.53,0.50,0.81,0.07,0.64,0.79,0.71,0.29,0.96,0.25
805,0.70,0.33,0.83,0.98,0.00,0.67,0.50,0.50,0.94,0.71,0.92,0.69,0.94,0.55,0.52,0.62,0.74,0.07,0.67,0.79,0.71,0.29,0.96,0.24
806,0.58,0.38,0.70,0.98,0.00,0.55,0.51,0.51,0.93,0.68,0.92,0.71,0.93,0.51,0.53,0.53,0.81,0.14,0.43,0.77,0.52,0.29,0.93,0.22
807,0.57,0.33,0.73,0.98,0.00,0.62,0.50,0.51,0.93,0.68,0.92,0.71,0.94,0.49,0.53,0.53,0.80,0.18,0.50,0.78,0.56,0.28,0.94,0.23
808,0.74,0.34,0.83,0.98,0.00,0.80,0.51,0.51,0.94,0.72,0.91,0.70,0.93,0.56,0.51,0.61,0.76,0.10,0.70,0.79,0.70,0.28,0.96,0.24
809,0.76,0.31,0.83,0.98,0.00,0.71,0.52,0.50,0.94,0.72,0.92,0.69,0.95,0.57,0.51,0.61,0.77,0.09,0.66,0.79,0.71,0.29,0.96,0.23
810,0.79,0.36,0.90,0.98,0.00,0.69,0.52,0.51,0.94,0.75,0.93,0.72,0.96,0.74,0.48,0.78,0.72,0.09,0.62,0.83,0.82,0.29,0.97,0.25
811,0.86,0.37,0.94,0.98,0.00,0.67,0.51,0.51,0.94,0.76,0.92,0.74,0.95,0.85,0.45,0.83,0.68,0.08,0.77,0.85,0.88,0.28,0.98,0.27
812,0.89,0.38,0.96,0.97,0.00,0.79,0.50,0.50,0.95,0.77,0.92,0.75,0.95,0.84,0.44,0.83,0.69,0.07,0.77,0.87,0.90,0.28,0.98,0.29
813,0.87,0.38,0.96,0.98,0.00,0.80,0.51,0.50,0.95,0.77,0.92,0.76,0.95,0.83,0.45,0.83,0.70,0.08,0.74,0.86,0.90,0.30,0.98,0.27
814,0.86,0.36,0.96,0.98,0.00,0.79,0.51,0.50,0.95,0.77,0.93,0.76,0.95,0.83,0.45,0.82,0.71,0.07,0.66,0.85,0.89,0.30,0.98,0.25
815,0.85,0.37,0.96,0.98,0.00,0.68,0.50,0.50,0.95,0.77,0.92,0.75,0.95,0.83,0.45,0.80,0.71,0.07,0.61,0.86,0.88,0.30,0.98,0.27
816,0.82,0.38,0.96,0.97,0.00,0.77,0.50,0.50,0.95,0.77,0.92,0.75,0.94,0.83,0.44,0.79,0.72,0.07,0.65,0.85,0.87,0.29,0.97,0.28
817,0.25,0.56,0.09,0.97,0.85,0.17,0.52,0.60,0.75,0.56,0.54,0.54,0.59,0.17,0.31,0.23,0.56,0.63,0.26,0.78,0.11,0.28,0.91,0.25
818,0.25,0.58,0.08,0.97,0.88,0.15,0.53,0.59,0.75,0.55,0.53,0.77,0.50,0.22,0.31,0.25,0.54,0.67,0.27,0.80,0.11,0.29,0.91,0.25
819,0.25,0.59,0.08,0.96,0.88,0.15,0.55,0.61,0.75,0.56,0.52,0.77,0.49,0.21,0.31,0.24,0.54,0.69,0.19,0.79,0.11,0.31,0.91,0.25
820,0.24,0.65,0.08,0.96,0.87,0.10,0.63,0.62,0.74,0.55,0.52,0.77,0.49,0.32,0.31,0.24,0.54,0.62,0.12,0.80,0.09,0.30,0.90,0.25
821,0.62,0.33,0.57,0.95,0.51,0.27,0.51,0.59,0.93,0.66,0.88,0.68,0.89,0.29,0.54,0.34,0.88,0.22,0.44,0.78,0.63,0.29,0.95,0.11
822,0.64,0.34,0.50,0.95,0.64,0.49,0.48,0.88,0.92,0.69,0.90,0.68,0.88,0.49,0.40,0.36,0.86,0.17,0.53,0.78,0.60,0.28,0.95,0.12
823,0.84,0.40,0.96,0.94,0.00,0.71,0.50,0.87,0.94,0.77,0.96,0.74,0.95,0.77,0.40,0.82,0.70,0.07,0.76,0.86,0.85,0.28,0.97,0.28
824,0.84,0.40,0.96,0.96,0.00,0.89,0.52,0.83,0.94,0.99,0.93,0.76,0.96,0.88,0.41,0.80,0.73,0.08,0.65,0.87,0.88,0.29,0.98,0.29
825,0.84,0.42,0.96,0.97,0.00,0.82,0.53,0.85,0.94,0.77,0.92,0.75,0.96,0.89,0.41,0.76,0.73,0.08,0.63,0.87,0.87,0.29,0.98,0.26
826,0.84,0.41,0.96,0.97,0.00,0.59,0.53,0.86,0.94,0.77,0.92,0.73,0.96,0.88,0.40,0.76,0.73,0.08,0.72,0.87,0.86,0.28,0.98,0.24
827,0.84,0.38,0.96,0.97,0.00,0.87,0.52,0.87,0.94,0.77,0.92,0.75,0.96,0.89,0.39,0.76,0.73,0.08,0.80,0.88,0.88,0.28,0.98,0.21
828,0.80,0.39,0.96,0.97,0.00,0.83,0.49,0.87,0.93,0.77,0.92,0.75,0.96,0.89,0.40,0.75,0.74,0.08,0.79,0.87,0.88,0.28,0.98,0.26
829,0.76,0.38,0.88,0.97,0.00,0.54,0.49,0.88,0.93,0.73,0.93,0.69,0.97,0.71,0.41,0.67,0.76,0.08,0.69,0.84,0.77,0.28,0.97,0.24
830,0.73,0.38,0.84,0.96,0.00,0.86,0.50,0.85,0.93,0.69,0.92,0.66,0.96,0.60,0.41,0.60,0.77,0.08,0.64,0.84,0.72,0.29,0.96,0.27
831,0.77,0.36,0.88,0.96,0.00,0.83,0.50,0.52,0.94,0.71,0.92,0.68,0.96,0.71,0.48,0.71,0.75,0.08,0.72,0.84,0.81,0.28,0.97,0.23
832,0.79,0.38,0.88,0.97,0.00,0.76,0.51,0.52,0.95,0.72,0.92,0.68,0.97,0.70,0.49,0.71,0.74,0.08,0.73,0.84,0.79,0.28,0.97,0.25
833,0.81,0.39,0.88,0.97,0.00,0.76,0.51,0.52,0.95,0.72,0.93,0.68,0.97,0.71,0.50,0.71,0.75,0.08,0.72,0.84,0.80,0.28,0.97,0.27
834,0.83,0.43,0.93,0.96,0.00,0.77,0.51,0.51,0.95,0.73,0.94,0.70,0.98,0.82,0.48,0.79,0.74,0.09,0.71,0.86,0.86,0.28,0.98,0.29
835,0.84,0.43,0.93,0.96,0.00,0.85,0.51,0.51,0.95,0.76,0.93,0.73,0.96,0.82,0.48,0.77,0.74,0.08,0.74,0.86,0.87,0.28,0.98,0.28
836,0.86,0.41,0.96,0.97,0.00,0.86,0.51,0.51,0.95,0.77,0.92,0.75,0.95,0.81,0.47,0.83,0.72,0.08,0.76,0.85,0.90,0.28,0.98,0.30
837,0.88,0.41,0.96,0.97,0.00,0.86,0.51,0.51,0.95,0.77,0.92,0.75,0.95,0.81,0.46,0.83,0.70,0.07,0.76,0.84,0.90,0.28,0.98,0.30
838,0.88,0.39,0.96,0.97,0.00,0.77,0.52,0.50,0.95,0.77,0.92,0.74,0.96,0.81,0.47,0.83,0.71,0.07,0.68,0.84,0.89,0.29,0.98,0.27
839,0.86,0.40,0.96,0.96,0.00,0.77,0.53,0.53,0.94,0.77,0.93,0.74,0.98,0.81,0.48,0.85,0.71,0.07,0.65,0.84,0.89,0.29,0.98,0.28
840,0.84,0.39,0.95,0.96,0.00,0.77,0.51,0.55,0.94,0.77,0.92,0.73,0.96,0.78,0.48,0.81,0.71,0.07,0.65,0.83,0.86,0.28,0.98,0.30
841,0.73,0.34,0.83,0.96,0.00,0.71,0.51,0.57,0.94,0.72,0.92,0.66,0.98,0.47,0.54,0.59,0.79,0.08,0.45,0.77,0.68,0.29,0.95,0.26
842,0.65,0.38,0.80,0.96,0.00,0.70,0.51,0.57,0.93,0.70,0.89,0.66,0.92,0.46,0.54,0.55,0.79,0.10,0.46,0.76,0.63,0.28,0.94,0.27
843,0.62,0.36,0.79,0.96,0.00,0.78,0.49,0.56,0.93,0.70,0.88,0.66,0.91,0.45,0.54,0.57,0.77,0.10,0.57,0.77,0.62,0.27,0.94,0.28
